DR2Name,KIC,RA,Dec,Gmag,BP_RP,parallax,pmra,pmde,rv_gaia,erv_gaia,Prot,RV_lam,e_RV_lam,Teff_lam,e_Teff_lam,logg_lam,e_logg_lam,feh_lam,e_feh_lam,afe_lam,e_afe_lam
Gaia DR2 2051795801040568832,2015124,291.58446,37.470516,15.0420,1.23539,1.1362489,1.9855820,-13.607728,0.0000000,NaN,34.5020,-30.4589,4.08018,5120.87,36.5920,4.34091,0.0727207,0.0102810,0.0449437,0.0487842,0.0229345
Gaia DR2 2051794667169193728,2015302,291.61912,37.411641,15.3905,1.40924,1.8189362,-8.8515039,-2.9349965,0.0000000,NaN,29.9280,-51.3005,2.94996,4685.84,60.6158,4.72627,0.100572,0.158881,0.0633712,0.0763879,0.0328293
Gaia DR2 2051784286229757568,2016248,291.83883,37.474608,13.8407,0.951374,1.8273407,-4.0437347,-2.9687967,0.0000000,NaN,21.7810,-28.8910,4.61980,5563.20,25.2302,4.46998,0.0534616,0.0418835,0.0375256,0.0436302,0.0172795
Gaia DR2 2051780648395826048,2016522,291.90721,37.400674,13.6179,0.932899,1.6088148,-6.4532607,-1.2045390,0.0000000,NaN,18.6920,-12.9211,4.22108,5587.95,20.8982,4.64650,0.0402261,-0.100530,0.0307625,0.0301775,0.0131860
Gaia DR2 2051786661350061952,2016657,291.93500,37.438528,14.6468,0.899623,0.94695295,0.037863605,-0.32946650,0.0000000,NaN,10.2350,-19.1597,6.91022,5989.51,32.9595,4.40637,0.0772412,-0.0739429,0.0519906,0.0198933,0.0315439
Gaia DR2 2051786455191665408,2017135,292.02416,37.471948,14.8205,1.00570,1.2559747,1.3842158,2.4073137,0.0000000,NaN,19.1060,-10.2499,5.66908,5420.43,35.8665,4.43394,0.0711068,-0.130791,0.0459385,0.0579730,0.0254656
Gaia DR2 2051740206982481408,2017803,292.17126,37.456038,14.5869,1.11743,1.1208202,5.6958015,-10.942967,0.0000000,NaN,0.310000,-33.0191,14.2012,5112.19,157.962,3.67111,0.331826,-0.513658,0.152009,0.268849,0.0738905
Gaia DR2 2051830500070899712,2018631,292.36901,37.491515,11.8946,0.776575,1.3420380,3.7324721,2.1964462,-26.037021,0.63960599,4.26800,-31.0495,4.68875,6155.70,13.3259,3.90183,0.0283218,-0.0127809,0.0233036,-0.00994659,0.0103038
Gaia DR2 2051830435654368000,2018701,292.38421,37.469306,13.7854,0.879877,1.5035477,3.3398556,7.7690460,0.0000000,NaN,11.7790,-35.4115,5.45922,5626.98,24.5767,4.78878,0.0494262,0.0140857,0.0382586,0.0815071,0.0170718
Gaia DR2 2051818306666701184,2018827,292.40592,37.418893,12.9947,0.831656,1.1823222,-0.083603733,-2.8980727,0.0000000,NaN,11.0390,-16.7614,8.31025,5990.12,39.1732,4.31121,0.0949310,-0.00681863,0.0564549,-0.0287881,0.0361450
Gaia DR2 2051818645960832640,2019297,292.51045,37.404074,12.2633,0.785616,0.74380098,-7.2005681,-10.838520,0.0000000,NaN,3.80400,-15.9909,8.03144,6438.15,55.7318,3.66280,0.121939,0.152721,0.0658496,-0.0492560,0.0425162
Gaia DR2 2051819234379801984,2019504,292.55730,37.464190,15.1400,1.05890,0.47318209,-0.49955733,-8.9640228,0.0000000,NaN,61.5070,-39.6386,4.82066,5665.40,62.0285,4.07837,0.130185,0.253504,0.0685301,0.0260796,0.0455842
Gaia DR2 2051822017518632448,2019761,292.61163,37.438480,12.4055,0.628896,1.6834133,5.5115652,5.7985690,-14.084895,2.3202546,1.15000,-25.5303,5.51918,6479.67,21.2168,4.23338,0.0405479,-0.0899668,0.0310869,0.00992789,0.0163829
Gaia DR2 2051821777000474496,2019881,292.63636,37.424826,13.7290,0.758956,1.0663544,4.2321381,2.3682976,0.0000000,NaN,2.68400,-26.7805,8.64901,6343.16,41.9840,4.14368,0.102538,-0.0586946,0.0571663,0.00921570,0.0389520
Gaia DR2 2099085620047913088,2140686,286.01998,37.528738,11.9778,0.777536,1.4054214,2.5989075,-20.251846,-24.278685,2.8840805,11.5560,-21.1653,8.56207,6375.83,456.110,5.07491,0.690586,0.423564,0.352518,-0.171989,0.209531
Gaia DR2 2099090950108265216,2141150,286.17759,37.583581,15.3522,1.29634,1.5813479,7.8533188,16.739333,0.0000000,NaN,24.6370,-75.0500,4.23007,4801.87,26.5278,4.63504,0.0480011,0.00864515,0.0346932,0.0546073,0.0154145
Gaia DR2 2099078374444084352,2141655,286.33057,37.539784,15.1200,1.01393,0.94531164,2.2376318,-4.6124103,0.0000000,NaN,23.9230,-18.9799,5.24037,5459.38,39.0692,4.31654,0.0823169,0.207260,0.0482854,-0.0200980,0.0278058
Gaia DR2 2099076931335105024,2141787,286.37372,37.560057,14.6462,0.972425,0.62088703,1.4880627,-7.2031587,0.0000000,NaN,0.392000,23.4887,4.13114,5680.72,22.5535,4.19062,0.0454329,-0.160573,0.0342579,0.0282477,0.0149204
Gaia DR2 2099077339352953472,2142026,286.45520,37.598668,14.4452,0.907014,2.1508819,0.74349843,-5.0177065,0.0000000,NaN,18.8700,-13.7395,7.08110,5701.05,61.7661,4.54574,0.123524,-0.144799,0.0767816,0.0645861,0.0466503
Gaia DR2 2099122767224469504,2142372,286.57413,37.516935,15.5192,1.98216,3.8236422,-11.655211,-28.359016,0.0000000,NaN,18.6410,-9.11369,1.91867,4239.15,36.4438,4.46611,0.0842844,-0.937571,0.0578790,0.214628,0.0220266
Gaia DR2 2051094175181542272,2155064,290.25044,37.552521,13.6684,0.797683,1.4774112,-3.8928799,-4.9357398,0.0000000,NaN,12.3380,-47.8499,7.50081,5840.07,28.7232,4.21450,0.0631002,-0.440949,0.0511940,0.0331403,0.0237326
Gaia DR2 2051087062715929728,2156061,290.49299,37.543939,13.4697,1.67143,3.4419228,-39.194844,-1.1046250,0.0000000,NaN,30.0300,-44.6811,3.37866,4397.66,26.8895,4.52351,0.0470379,-0.405966,0.0367434,0.164642,0.0137940
Gaia DR2 2052538177544090368,2157676,290.86926,37.536988,14.9679,1.25829,1.8055764,-1.3959979,-16.491843,0.0000000,NaN,24.9500,-28.3903,2.89899,4833.70,43.7258,4.58186,0.0780379,0.0637042,0.0502441,-0.00914169,0.0262306
Gaia DR2 2052536940593555328,2158047,290.95878,37.578314,13.9669,1.06886,1.0401843,-2.5611193,-12.446113,0.0000000,NaN,5.42400,-25.6413,4.16112,5534.97,27.0869,4.29295,0.0564562,-0.125453,0.0428083,0.0583933,0.0182955
Gaia DR2 2052536833214584576,2158067,290.96443,37.562053,13.0239,0.792033,1.6928757,-0.20594606,2.6359520,0.0000000,NaN,13.1270,10.7596,6.94020,6478.96,32.0610,4.38511,0.0694273,-0.0172883,0.0447713,-0.0100979,0.0277003
Gaia DR2 2052536047240144896,2158543,291.08387,37.539295,14.3871,1.21353,2.4246879,3.6967471,-1.3861647,0.0000000,NaN,20.8260,-4.07118,3.92129,4911.39,31.5278,4.60252,0.0568481,-0.131568,0.0396137,0.0413524,0.0184859
Gaia DR2 2052541987175338880,2158548,291.08503,37.575059,12.8786,0.859735,2.3959699,0.54300552,1.8466978,-19.594253,5.0299918,2.94200,-31.3313,4.26005,5695.55,18.0139,4.36072,0.0363940,-0.164193,0.0294514,-0.00130809,0.0113655
Gaia DR2 2052530171724900224,2158641,291.10740,37.551562,13.3770,1.04994,2.8961253,2.5173514,1.0707565,0.0000000,NaN,7.37700,-39.2608,4.43093,5248.33,26.7430,4.57800,0.0503428,0.00742261,0.0352660,-0.00749030,0.0162997
Gaia DR2 2052530309163872256,2158750,291.13218,37.573525,13.3356,0.862900,1.0370523,1.8533909,-0.99788881,0.0000000,NaN,7.77700,-19.5405,4.76070,6449.23,18.1631,4.20677,0.0336210,0.145757,0.0265323,0.0422221,0.0130847
Gaia DR2 2052527938341973504,2159486,291.29647,37.549616,14.9400,1.27938,1.5016696,1.1292245,-2.4023944,0.0000000,NaN,5.77000,-15.1995,4.43093,4844.13,38.0327,4.29698,0.0684653,-0.260042,0.0435659,0.0191717,0.0223055
Gaia DR2 2052527354226443904,2159852,291.37600,37.540082,13.3510,0.628824,0.75782152,-2.3298781,-3.1080607,0.0000000,NaN,0.501000,-20.1191,6.64040,6924.10,26.9314,4.04090,0.0393094,-0.238818,0.0332717,0.105468,0.0149864
Gaia DR2 2051776593946374400,2160105,291.43424,37.518621,15.9288,1.44142,1.4521878,-4.6612738,-4.4778494,0.0000000,NaN,17.0890,-6.47852,3.75040,4613.51,94.3012,4.51534,0.148114,-0.209468,0.0960451,-0.0135516,0.0511837
Gaia DR2 2051790887598165504,2162377,291.91560,37.563936,13.7109,0.954580,0.79438232,0.31936870,-4.9451389,0.0000000,NaN,3.55700,-15.4693,4.91959,5899.82,20.8589,3.97157,0.0475650,-0.307460,0.0367952,-0.00639019,0.0171329
Gaia DR2 2051789547568156544,2163101,292.07678,37.597802,15.2515,1.66144,2.7590121,19.413533,17.799139,0.0000000,NaN,25.6370,-60.3512,3.27074,4437.13,56.1278,4.63145,0.0922244,-0.368533,0.0655109,0.112161,0.0318407
Gaia DR2 2051788344977309952,2163326,292.11988,37.535678,14.2345,0.973222,1.7291074,-6.1106509,-3.0469218,0.0000000,NaN,8.51800,-28.6392,5.24037,5388.01,28.3096,4.50960,0.0562617,-0.0307805,0.0400931,-0.0262385,0.0190445
Gaia DR2 2051835658334587904,2164031,292.26222,37.588863,13.8998,0.806261,1.2294813,-1.2959056,-13.559295,0.0000000,NaN,1.11400,0.761473,4.88962,6033.02,19.4421,4.44450,0.0416867,-0.128283,0.0335784,0.0671123,0.0174299
Gaia DR2 2051832943915321472,2164604,292.38241,37.536338,14.5057,1.00340,0.87422696,3.5068222,5.8117440,0.0000000,NaN,17.5980,-45.1997,5.51918,5623.07,44.7684,4.43268,0.0955827,-0.0700847,0.0586634,0.0666882,0.0346101
Gaia DR2 2051833287512751104,2164726,292.41135,37.566742,13.3933,0.721638,0.54442621,-2.8241971,-6.6153998,0.0000000,NaN,1.41200,25.3505,6.49950,6626.80,24.0699,4.00529,0.0472123,-0.0934338,0.0327336,0.0240742,0.0171980
Gaia DR2 2051826140687236352,2165356,292.54406,37.511759,12.2751,0.854504,1.2958956,12.019793,5.7691616,-17.715848,15.056771,9.88300,-50.7189,6.67938,5786.25,27.4493,4.01150,0.0628120,-0.117278,0.0437979,0.0359184,0.0222279
Gaia DR2 2051659186722369664,2167151,292.93792,37.544106,13.2457,0.836761,2.1379360,-1.9438772,-15.532218,0.0000000,NaN,16.7480,-11.4101,4.49089,5750.35,22.6228,4.47254,0.0468550,-0.180101,0.0380234,0.0443469,0.0183870
Gaia DR2 2051660217514564992,2167600,293.03091,37.576245,12.3886,0.728179,0.64858079,-1.0095386,-4.4669769,-22.537761,5.0283641,3.38600,-28.4113,5.72004,6581.39,21.4201,3.71005,0.0435682,0.0266739,0.0297611,-0.0222335,0.0143691
Gaia DR2 2099089781877336704,2282919,285.95883,37.616654,14.9506,1.09817,1.4054089,2.4690595,6.8490213,0.0000000,NaN,21.0550,-15.4903,12.5703,7693.02,73.3133,4.10871,0.0813548,-0.138410,0.0642744,0.0321226,0.0314556
Gaia DR2 2099089438279744640,2283186,286.05411,37.651359,14.3877,1.05087,1.1849466,-2.4037596,0.14840244,0.0000000,NaN,26.6880,-46.2010,4.85964,5273.49,26.6984,4.47600,0.0515379,-0.126871,0.0371075,0.0374996,0.0159099
Gaia DR2 2099091259345916800,2283541,286.16996,37.601805,12.5281,0.965805,3.3185530,3.8322274,-3.0904931,-20.228105,1.3857630,7.35600,-29.2597,3.66047,5434.50,18.1592,4.42904,0.0343997,0.182392,0.0243700,-0.00771018,0.00985138
Gaia DR2 2099091598642082944,2283703,286.21818,37.637020,15.0330,1.21443,1.4752281,-8.4117901,-10.663119,0.0000000,NaN,2.50500,-56.8107,4.97955,4894.89,24.9490,4.08802,0.0515452,-0.397838,0.0257504,0.106668,0.0130784
Gaia DR2 2099080642186916480,2284312,286.41133,37.648107,15.1931,1.29000,1.8503759,-5.1193123,-29.311959,0.0000000,NaN,31.5190,-19.9302,3.81036,4802.40,23.2251,4.71295,0.0421229,-0.128358,0.0327383,0.0598609,0.0119833
Gaia DR2 2099171283175075328,2284644,286.51480,37.630989,14.1473,0.822886,1.0796720,1.3277974,-7.4680247,0.0000000,NaN,8.77200,-10.6306,10.6996,5938.24,147.687,4.20211,0.333651,-0.375509,0.159567,0.132678,0.107653
Gaia DR2 2099130979202197376,2285598,286.83863,37.697074,11.9414,1.74287,13.185742,19.369494,81.155443,-25.713965,0.39554081,37.0570,-32.4405,3.66946,4325.18,18.3520,4.59675,0.0296605,-0.309687,0.0242398,0.160630,0.00870717
Gaia DR2 2051286830232352896,2297232,290.16452,37.696410,13.8523,1.02066,1.2142525,3.7578952,2.9253457,0.0000000,NaN,22.4300,-32.0898,4.26904,5593.34,25.0235,4.45945,0.0509459,0.115352,0.0368668,0.0144913,0.0169782
Gaia DR2 2051098435789124736,2297468,290.20479,37.632039,12.1989,0.834287,3.3036896,-9.7128357,-25.286359,5.6501937,2.1209137,12.2650,1.67884,3.84934,5787.39,14.6230,4.47661,0.0280752,-0.0508739,0.0251835,-0.00121689,0.00946491
Gaia DR2 2051094862376832640,2298013,290.30949,37.617540,13.8457,0.836840,1.1673287,-2.0702749,-3.5267239,0.0000000,NaN,2.38300,-34.7489,8.10039,6099.36,29.6282,4.41743,0.0646218,-0.0950594,0.0476637,-0.000580511,0.0262805
Gaia DR2 2051101906123017728,2298664,290.45223,37.689752,15.6254,1.31705,1.4050684,-0.14937266,6.0977572,0.0000000,NaN,17.3070,-29.5386,4.74871,4989.42,45.1806,4.66184,0.0825444,-0.249195,0.0530812,0.0405618,0.0276422
Gaia DR2 2052587243251659392,2299738,290.71722,37.649023,13.9851,1.15010,2.5546776,-3.3148587,0.87763927,0.0000000,NaN,6.60700,-41.7311,4.37997,5083.93,25.5614,4.53742,0.0467090,-0.0658587,0.0352284,0.0291462,0.0138368
Gaia DR2 2052540170409137408,2300631,290.92280,37.613358,13.7518,0.749709,0.85558661,1.9323984,-5.7714860,0.0000000,NaN,4.81500,-3.36967,6.55946,6366.67,31.1720,4.19295,0.0693442,0.0942879,0.0442709,-0.00497846,0.0283560
Gaia DR2 2052542438151749248,2301367,291.09474,37.621988,14.4460,0.976531,0.89946512,2.7327693,-8.2427074,0.0000000,NaN,20.6600,0.911369,5.06050,5756.65,32.2453,4.51372,0.0707128,-0.0966709,0.0452010,-0.00605775,0.0283462
Gaia DR2 2052532095870310400,2301872,291.21224,37.617121,13.1472,1.86440,10.673535,-19.456283,23.999442,-45.890620,3.8518387,22.8880,-42.1538,2.32939,4320.97,25.8543,4.62062,0.0427748,-0.930681,0.0362562,0.208944,0.0100091
Gaia DR2 2052531958431399424,2302288,291.30935,37.663413,12.4911,0.828214,2.1286914,-7.6073939,-22.122523,20.452838,1.4535511,18.5630,13.8504,4.14913,5931.59,15.9589,4.49922,0.0323408,0.0183288,0.0290512,0.0115011,0.0121563
Gaia DR2 2052551955792490880,2302851,291.42444,37.630439,13.1910,1.72565,7.2132113,16.368711,32.901768,-20.468608,13.650543,12.2170,-32.0388,3.60950,4352.27,23.0647,4.55367,0.0401481,-0.429105,0.0322907,0.140144,0.0112813
Gaia DR2 2052552436835942016,2302901,291.43398,37.657037,14.1378,0.731191,0.86680614,-5.3600532,-9.4995101,0.0000000,NaN,3.60100,-47.8289,10.8015,6315.30,216.122,4.03059,0.475279,-0.778794,0.244626,-0.00964189,0.150561
Gaia DR2 2052551577842488448,2303102,291.47737,37.628530,12.9361,1.02745,3.2665516,-2.3067037,-3.6427863,-10.380406,3.6690140,20.9880,-16.1708,3.12084,5272.71,19.5665,4.57532,0.0363346,0.135490,0.0275381,0.00252428,0.0100024
Gaia DR2 2052553158390492288,2303459,291.55827,37.696757,14.6323,0.914541,1.1693016,-0.28765824,1.7732549,0.0000000,NaN,15.6520,-20.9285,5.60012,5689.27,26.0061,4.57077,0.0567108,0.0199114,0.0390593,0.0188338,0.0208764
Gaia DR2 2051803944298726272,2304604,291.80879,37.639753,14.8786,1.02536,0.92709840,-3.4389682,-2.4498741,0.0000000,NaN,1.72100,18.8599,6.04082,5565.84,39.3122,4.33011,0.0836690,-0.156467,0.0520679,0.0247577,0.0291036
Gaia DR2 2051793017902048128,2305498,292.01761,37.659256,14.3437,0.975735,0.89900123,-2.1104241,-13.055635,0.0000000,NaN,60.2520,-49.7895,4.91060,5702.17,27.0311,4.13031,0.0632840,0.0316833,0.0420385,0.0761039,0.0210682
Gaia DR2 2051824938096648448,2309030,292.76999,37.611669,12.9127,1.01313,2.2643275,0.87770132,7.5950211,0.0000000,NaN,6.80700,-33.3309,4.43993,5282.22,26.2435,4.40562,0.0507015,0.149033,0.0354937,-0.0188285,0.0162922
Gaia DR2 2051848886834608640,2309404,292.85390,37.686956,13.9804,0.937993,1.8699931,8.1692431,18.658806,0.0000000,NaN,22.4170,-11.6200,5.15043,5477.28,58.2952,4.61786,0.115732,-0.0403646,0.0698825,-0.0393187,0.0426397
Gaia DR2 2051847856042428160,2309478,292.87171,37.618181,14.4890,0.996193,1.6942425,-0.94266908,-18.653287,0.0000000,NaN,18.6150,-9.77923,5.00054,5205.35,149.560,4.45556,0.258051,-0.156462,0.141504,0.00415005,0.0870707
Gaia DR2 2051661660623592192,2310013,292.99832,37.659567,14.7742,0.904572,0.16526598,-1.9696314,-3.8651638,0.0000000,NaN,1.74200,2.26943,8.01945,6082.00,40.0245,4.20852,0.0858484,-0.206655,0.0593934,0.00813342,0.0344799
Gaia DR2 2051664508177693952,2311350,293.29421,37.643583,13.8307,1.11595,2.6944118,4.1834875,-4.4962732,0.0000000,NaN,9.04900,-3.93927,3.92129,5119.26,23.4403,4.71445,0.0430925,-0.0337749,0.0336660,0.0409127,0.0113810
Gaia DR2 2051652933250197888,2311530,293.32818,37.677485,13.1506,0.796690,0.92728361,3.2256667,-7.9017358,0.0000000,NaN,2.25400,-16.1798,4.31102,6199.42,17.5805,4.59567,0.0326792,0.190669,0.0272767,0.0194259,0.0137263
Gaia DR2 2099841469871671680,2422296,285.96761,37.733446,14.1414,1.16838,1.2719845,-6.6528598,-6.4632921,0.0000000,NaN,19.2860,-37.9297,6.99116,5212.36,82.0181,4.78293,0.146349,-0.364907,0.0908955,0.139221,0.0475284
Gaia DR2 2099094523521152512,2422998,286.19240,37.740073,10.6027,0.974188,1.9521714,-1.2919891,0.59091118,-21.845962,0.65353894,54.7220,-30.1711,4.14013,5458.85,24.1066,3.64222,0.0523964,0.182290,0.0222222,0.00299338,0.0104913
Gaia DR2 2099173894515329024,2424302,286.62553,37.752715,14.7826,1.28742,2.3831184,10.492396,15.085440,0.0000000,NaN,25.6170,0.860404,3.54954,4792.71,22.0063,4.75009,0.0411265,-0.283830,0.0314424,0.0881618,0.0107072
Gaia DR2 2099130807403469056,2424682,286.76510,37.707026,14.9055,1.27580,1.9520658,17.609498,11.791029,0.0000000,NaN,37.4240,-45.3706,3.75940,4812.85,25.0769,4.63043,0.0432067,-0.0236178,0.0348587,0.0564080,0.0134190
Gaia DR2 2051105307736986496,2437996,290.27155,37.760714,13.8992,0.890074,1.6803199,-2.1869301,0.52319718,0.0000000,NaN,14.6570,-37.5490,4.46991,5653.28,20.9655,4.48244,0.0449423,-0.00729365,0.0330054,0.0398773,0.0159487
Gaia DR2 2051106338529274240,2438757,290.36816,37.784847,12.5100,0.730596,0.82058579,0.94392897,-4.3596195,14.131705,2.2528589,2.98500,-1.25013,5.57014,6408.75,22.9086,3.76881,0.0456756,-0.236027,0.0360782,0.0354062,0.0163812
Gaia DR2 2051102795175163008,2439140,290.45213,37.725022,11.9159,0.869225,2.8306269,2.5849596,-6.7825181,0.0000000,NaN,8.87200,-0.578599,3.81936,5708.91,20.0927,4.47183,0.0386447,0.00193603,0.0307689,0.0181143,0.0132568
Gaia DR2 2051102558958196736,2439469,290.52454,37.758159,14.4428,0.792292,0.49562996,-2.8369049,-2.0067894,0.0000000,NaN,5.23600,-28.5492,6.70936,6231.91,27.3112,4.25518,0.0631236,-0.186045,0.0452323,0.0132094,0.0246722
Gaia DR2 2052548382386513024,2441470,291.01388,37.794274,13.1679,0.735240,1.4674028,-0.76246081,-4.0335192,0.0000000,NaN,2.25300,-21.5611,4.47890,6233.33,17.5410,4.48293,0.0339131,0.0399401,0.0286681,0.0130619,0.0141727
Gaia DR2 2052549619337105664,2441648,291.05351,37.792607,13.9199,0.793958,0.83290035,-6.0651097,-10.796928,0.0000000,NaN,14.1090,20.7097,6.73034,6135.22,27.6705,3.99345,0.0649646,-0.324149,0.0460449,0.0231616,0.0239805
Gaia DR2 2052545599247719808,2441864,291.10737,37.745688,11.1712,0.773761,3.0501406,11.844912,-1.9595895,-60.664952,0.45087363,25.1090,-73.5001,4.80867,6073.41,19.8676,4.36320,0.0425039,0.0832115,0.0331443,0.0359710,0.0185272
Gaia DR2 2052545839765924480,2442165,291.17990,37.757153,14.0597,1.11905,2.2582482,-6.6179113,-6.0467018,0.0000000,NaN,13.5920,-29.1788,3.30971,5074.05,47.5445,4.64023,0.0896851,0.180722,0.0520884,-0.0327724,0.0293133
Gaia DR2 2052568414114430848,2442551,291.26994,37.770218,12.4417,0.861205,2.8847469,2.6440737,-2.3330412,-18.889356,5.6193200,3.29600,-26.4387,3.96925,5748.69,22.0940,4.51860,0.0422905,0.0854304,0.0315328,0.0222951,0.0145814
Gaia DR2 2052554360981318912,2443364,291.45305,37.740399,12.8743,1.67660,8.3634127,67.163765,48.243372,-36.490627,1.3639478,35.9150,-39.6386,3.33069,4379.08,21.5240,4.61379,0.0364980,-0.345781,0.0287593,0.157288,0.0102741
Gaia DR2 2052553845585270784,2443863,291.56219,37.743864,13.5283,0.722558,1.0849138,-0.023309356,-2.4825083,0.0000000,NaN,3.11600,-17.6788,4.50888,6327.91,17.6159,4.30629,0.0368886,0.0262190,0.0282079,0.00115729,0.0149469
Gaia DR2 2052559995978462208,2444084,291.61221,37.797296,11.7561,0.741835,3.0934996,-1.8249812,3.3223944,-16.070574,0.94669994,10.9400,-4.36198,10.6037,6608.56,391.948,3.94342,0.769626,-2.52610,1.15122,0.214221,0.225343
Gaia DR2 2051804936435458688,2445004,291.81644,37.700080,11.0269,0.781769,4.8309908,-8.8253999,10.503746,0.0000000,NaN,14.2230,-54.4213,4.11915,5949.76,8.87477,4.40320,0.0172106,-0.0158101,0.0157993,0.0595137,0.00614537
Gaia DR2 2051887335382669056,2446436,292.13045,37.734239,13.1840,0.866104,0.92201307,-0.13569504,-6.3632746,0.0000000,NaN,0.803000,-2.58121,5.03951,6304.55,18.0931,4.47521,0.0345598,0.0302730,0.0294400,0.0160366,0.0142732
Gaia DR2 2051884930200870656,2446957,292.23293,37.713986,13.4654,0.786291,1.4954126,0.28586892,-1.7184820,0.0000000,NaN,10.8700,-53.5609,4.53886,6049.35,18.1064,4.43177,0.0400369,0.00121089,0.0304836,0.0181514,0.0165048
Gaia DR2 2051842049246285824,2448426,292.54783,37.762335,11.3029,0.752164,4.2198463,-1.7852308,-20.647633,-19.871863,0.62533205,13.2550,-25.9410,4.01122,5977.39,12.4784,4.44030,0.0238363,-0.0384648,0.0218745,0.0129541,0.00886772
Gaia DR2 2051841018454180096,2448874,292.65114,37.707826,12.8888,1.00617,3.1920048,7.3573065,-1.7386595,-5.2527703,1.3794876,22.6800,-12.1686,4.43993,5306.53,28.3999,4.50358,0.0557861,0.168299,0.0382216,0.00568467,0.0168804
Gaia DR2 2051668429492123904,2450836,293.09418,37.756270,13.5436,1.12772,2.8563635,7.4479595,11.228275,0.0000000,NaN,13.5910,-31.5502,3.21078,5072.23,20.8939,4.51051,0.0391377,0.254128,0.0263040,-0.0104496,0.0104440
Gaia DR2 2051667325679376768,2451037,293.14407,37.702172,12.5406,0.695849,1.9328001,0.73072010,-6.0282535,-24.422461,6.8330907,1.74000,-25.9410,4.49989,6266.37,17.0704,4.40804,0.0337121,-0.0684020,0.0311908,-0.0117585,0.0138386
Gaia DR2 2052040614178776448,2452118,293.37458,37.756225,13.6910,0.860620,1.3697745,4.2264588,7.3308676,0.0000000,NaN,13.1370,-24.8588,4.44892,5864.12,22.6455,4.44493,0.0489670,0.187093,0.0347683,0.0289158,0.0171442
Gaia DR2 2052027832356128512,2452505,293.46120,37.710953,13.6226,0.933096,1.5720126,0.80127284,-23.593362,0.0000000,NaN,25.6530,8.55908,4.32001,5498.12,23.4900,4.57549,0.0465750,-0.214279,0.0366299,0.0586477,0.0156598
Gaia DR2 2052029962660001408,2452920,293.54781,37.790153,13.8366,0.855081,1.5347160,0.94554780,-9.7653915,0.0000000,NaN,6.13200,8.49912,6.01084,5708.07,73.2255,4.41991,0.153383,-0.0684374,0.0882175,0.182325,0.0557565
Gaia DR2 2099859474374899456,2553816,285.67510,37.893610,13.8856,0.900080,1.5944022,0.55271290,1.6502581,0.0000000,NaN,18.6210,-25.6203,5.59113,5612.84,26.0563,4.29753,0.0559776,0.0234299,0.0384947,0.0406536,0.0181883
Gaia DR2 2099846417674329216,2554123,285.78502,37.819825,14.3783,1.03786,1.3026109,-5.6062868,-12.510515,0.0000000,NaN,28.9200,-16.3237,5.25836,5381.69,50.6261,4.47401,0.0984310,-0.243787,0.0657971,0.113583,0.0300897
Gaia DR2 2099183206004472192,2556702,286.61362,37.841307,15.0802,1.03749,1.2027645,6.0377579,1.9546053,0.0000000,NaN,18.2160,-20.9195,4.68875,5315.38,29.2864,4.54789,0.0572845,0.0291708,0.0389091,-0.00319517,0.0188006
